j,eta
10.912580762179056,-2.418504015993891
10.89853056188843,-2.415799938971403
10.884480525200454,-2.4130937207839906
10.870430652997692,-2.410385353148723
10.856380946171383,-2.407674827719151
10.842331405621566,-2.404962136084553
10.82828203225721,-2.402247269769166
10.81423282699635,-2.399530220231413
10.800183790766216,-2.3968109788631056
10.786134924503378,-2.394089536988642
10.772086229153881,-2.391365885864191
10.758037705673395,-2.3886400166768573
10.743989355027352,-2.3859119205438404
10.729941178191106,-2.383181588511572
10.715893176150079,-2.380449011554843
10.701845349899918,-2.3777141805759143
10.687797700446652,-2.3749770864036153
10.673750228806862,-2.3722377197924227
10.659702936007838,-2.3694960714215236
10.64565582308775,-2.3667521318938687
10.631608891095828,-2.3640058917352023
10.61756214109253,-2.361257341393076
10.603515574149721,-2.35850647123585
10.58946919135087,-2.3557532715516722
10.575422993791225,-2.3529977325474385
10.561376982578007,-2.3502398443477426
10.547331158830616,-2.3474795969937947
10.533285523680819,-2.344716980442332
10.519240078272965,-2.3419519845645023
10.505194823764192,-2.339184599144732
10.49114976132464,-2.336414813879571
10.477104892137673,-2.333642618376514
10.463060217400097,-2.3308680021528096
10.4490157383224,-2.328090954634232
10.434971456128979,-2.3253114651538467
10.420927372058381,-2.322529522950742
10.406883487363555,-2.319745117168738
10.392839803312093,-2.316958236855078
10.378796321186499,-2.3141688709590835
10.364753042284443,-2.3113770083307963
10.350709967919034,-2.308582637719587
10.3366670994191,-2.3057857477727346
10.322624438129468,-2.3029863270339885
10.30858198541125,-2.300184363942089
10.294539742642145,-2.2973798468292728
10.280497711216745,-2.2945727639197373
10.266455892546837,-2.2917631033280834
10.252414288061733,-2.2889508530577207
10.238372899208589,-2.2861360009992446
10.224331727452748,-2.2833185349287795
10.210290774278079,-2.280498442506289
10.19625004118733,-2.2776757112738535
10.182209529702492,-2.2748503286539035
10.168169241365167,-2.2720222819474336
10.154129177736952,-2.2691915583321616
10.140089340399827,-2.2663581448606607
10.126049730956558,-2.2635220284584503
10.112010351031108,-2.2606831959220406
10.097971202269058,-2.257841633916947
10.083932286338042,-2.254997328975651
10.069893604928193,-2.2521502674955265
10.0558551597526,-2.249300435736713
10.041816952547777,-2.2464478198199505
10.027778985074146,-2.2435924057243626
10.01374125911654,-2.2407341792851927
9.9997037764847,-2.237873126191487
9.985666539013815,-2.2350092319837342
9.971629548565048,-2.2321424820514415
9.957592807026098,-2.2292728616306663
9.94355631631177,-2.226400355801484
9.929520078364565,-2.223524949485404
9.915484095155275,-2.220646627442723
9.901448368683615,-2.217765374269821
9.88741290097886,-2.214881174396388
9.873377694100503,-2.2119940120825956
9.859342750138934,-2.2091038714161915
9.845308071216142,-2.206210736309536
9.831273659486435,-2.203314590496557
9.817239517137184,-2.2004154175296455
9.80320564638959,-2.1975132007764584
9.789172049499468,-2.1946079234166636
9.77513872875807,-2.1916995684385907
9.761105686492922,-2.1887881186358036
9.747072925068684,-2.1858735566035965
9.73304044688806,-2.1829558647353853
9.71900825439271,-2.180035025219025
9.704976350064209,-2.177111020033027
9.690944736425031,-2.174183830942677
9.676913416039568,-2.1712534394960614
9.662882391515181,-2.1683198270199835
9.648851665503289,-2.165382974615779
9.634821240700491,-2.162442863155018
9.620791119849734,-2.1594994732750967
9.60676130574151,-2.1565527853747106
9.592731801215107,-2.153602779609205
9.578702609159892,-2.1506494358858053
9.564673732516649,-2.147692733858711
9.550645174278962,-2.14473265292406
9.536616937494642,-2.1417691722147545
9.522589025267218,-2.138802270595139
9.508561440757468,-2.1358319266555332
9.49453418718502,-2.132858118706609
9.48050726783,-2.129880824773609
9.466480686034759,-2.1269000225903967
9.452454445205646,-2.1239156895933387
9.438428548814864,-2.1209278029150043
9.424403000402389,-2.117936339377684
9.410377803577973,-2.1149412754867156
