r,v,eta,stable
0.051096250176305646,-2.035323604791132,-5.400208404662399,true
0.051191147672165836,-2.0315403131119822,-5.386321760302757,true
0.05128710801039518,-2.027748051170356,-5.372436343002959,true
0.05138414409680791,-2.0239467360718457,-5.3585521672018475,true
0.05148226905913419,-2.020136283641703,-5.344669247601195,true
0.05158149625217909,-2.0163166083968407,-5.330787599172207,true
0.05168183926314478,-2.012487623517026,-5.316907237162238,true
0.05178331191710028,-2.0086492408152696,-5.303028177101712,true
0.051885928282609545,-2.004801370707386,-5.289150434811267,true
0.0519897026775358,-2.0009439221806575,-5.275274026409119,true
0.0520946496750173,-1.9970768027615853,-5.261398968318673,true
0.05220078410962965,-1.9931999184826974,-5.247525277276378,true
0.05230812108373307,-1.9893131738483887,-5.233652970339833,true
0.05241667597400588,-1.9854164717997582,-5.219782064896159,true
0.05252646443820394,-1.9815097136783468,-5.2059125786706595,true
0.052637502422102064,-1.977592799188877,-5.192044529735748,true
0.05274980616667095,-1.9736656263607824,-5.178177936520191,true
0.05286339221547928,-1.9697280915086106,-5.164312817818657,true
0.05297827742232731,-1.9657800891911876,-5.150449192801589,true
0.05309447895912014,-1.9618215121695721,-5.136587081025412,true
0.05321201432400637,-1.9578522513636403,-5.122726502443094,true
0.05333090134977187,-1.953872195807358,-5.108867477415079,true
0.053451158212502486,-1.9498812326026511,-5.0950100267205825,true
0.05357280344055336,-1.945879246871746,-5.08115417156931,true
0.053695855923783224,-1.941866121708104,-5.067299933613564,true
0.05382033492311784,-1.9378417381256807,-5.053447334960799,true
0.05394626007683315,-1.9338059751216565,-5.0395963985810495,true
0.05405206524398641,-1.930442028145514,-5.02808248460911,true
0.054127995168432384,-1.9280428772755118,-5.019888245309944,true
0.0541823565078351,-1.9263328065536482,-5.0140564129382525,true
0.0542212102805195,-1.9251144069126434,-5.009905829304891,true
0.05424894685247478,-1.9242465742908095,-5.006951772256697,true
0.05426873017914207,-1.9236285726586912,-5.004849288824236,true
0.05428283215918785,-1.9231885478209156,-5.003352883843116,true
0.054292879973196005,-1.9228752786740193,-5.002287839351677,true
0.05430003692832716,-1.9226522686135121,-5.00152980687383,true
0.054305133627920305,-1.9224935209492433,-5.000990285175614,true
0.05430876258189238,-1.9223805223192563,-5.000606285587388,true
0.054311346181736046,-1.9223000906898622,-5.000332977093149,true
0.054313185404864246,-1.9222428411622372,-5.000138451890606,true
0.05431449464390937,-1.9222020927405599,-5.0,true
0.05431449464390937,-1.9222020927405599,-5.0,true
0.054315804035521775,-1.9221613431321072,-4.999861548284762,true
